5796,2,12,3,5,24,19,2,44,16
0,6633,26,15,9,5,0,9,35,10
13,23,5740,19,45,10,8,48,47,5
8,22,66,5748,3,122,2,40,86,34
5,14,20,2,5588,7,17,9,11,169
13,6,13,36,10,5243,28,8,40,24
27,14,16,0,36,52,5739,3,31,0
3,20,37,8,27,8,1,6082,7,72
7,42,19,33,11,34,13,4,5659,29
11,12,2,32,68,20,2,45,33,5724
